"site","year","species","abund"
"2006_21_exclosure_summer",2006,"moll vert",14
"2006_21_exclosure_summer",2006,"pani ariz",16
"2006_21_exclosure_summer",2006,"pani hirt",27
"2006_21_exclosure_summer",2006,"pect papp",2
"2006_21_exclosure_summer",2006,"port parv",1
"2006_21_exclosure_summer",2006,"sida spin",1
"2006_21_exclosure_summer",2006,"tide lanu",110
"2006_21_exclosure_summer",2006,"tria port",4
"2006_22_control_summer",2006,"aris adsc",126
"2006_22_control_summer",2006,"boer inte",53
"2006_22_control_summer",2006,"boer torr",4
"2006_22_control_summer",2006,"bout aris",155
"2006_22_control_summer",2006,"bout barb",80
"2006_22_control_summer",2006,"cass lept",1
"2006_22_control_summer",2006,"crot pumi",1
"2006_22_control_summer",2006,"dale brac",11
"2006_22_control_summer",2006,"erod cicu",678
"2006_22_control_summer",2006,"euph exst",1
"2006_22_control_summer",2006,"euph micr",16
"2006_22_control_summer",2006,"euph serp",32
"2006_22_control_summer",2006,"moll cerv",24
"2006_22_control_summer",2006,"moll vert",47
"2006_22_control_summer",2006,"pani ariz",14
"2006_22_control_summer",2006,"pani hirt",30
"2006_22_control_summer",2006,"pect papp",1
"2006_22_control_summer",2006,"port parv",1
"2006_22_control_summer",2006,"sida spin",1
"2006_22_control_summer",2006,"tide lanu",61
"2006_23_removal_summer",2006,"aris adsc",42
"2006_23_removal_summer",2006,"boer inte",31
"2006_23_removal_summer",2006,"bout aris",60
"2006_23_removal_summer",2006,"bout barb",148
"2006_23_removal_summer",2006,"crot pumi",8
"2006_23_removal_summer",2006,"dale brac",13
"2006_23_removal_summer",2006,"erag arid",6
"2006_23_removal_summer",2006,"erod cicu",367
"2006_23_removal_summer",2006,"euph micr",2
"2006_23_removal_summer",2006,"euph serp",24
"2006_23_removal_summer",2006,"ipom cost",1
"2006_23_removal_summer",2006,"kall gran",5
"2006_23_removal_summer",2006,"moll cerv",11
"2006_23_removal_summer",2006,"moll vert",24
"2006_23_removal_summer",2006,"pani ariz",1
"2006_23_removal_summer",2006,"pani hirt",39
"2006_23_removal_summer",2006,"port parv",3
"2006_23_removal_summer",2006,"tide lanu",42
"2007_1_control_summer",2007,"amar palm",3
"2007_1_control_summer",2007,"boer inte",54
"2007_1_control_summer",2007,"boer torr",1
"2007_1_control_summer",2007,"bout aris",394
"2007_1_control_summer",2007,"bout barb",7
"2007_1_control_summer",2007,"cass lept",1
"2007_1_control_summer",2007,"chlo virg",1
"2007_1_control_summer",2007,"dale brac",3
"2007_1_control_summer",2007,"euph serp",1
"2007_1_control_summer",2007,"hapl grac",1
"2007_1_control_summer",2007,"pect papp",20
"2007_1_control_summer",2007,"tide lanu",4
"2007_2_control_summer",2007,"amar palm",44
"2007_2_control_summer",2007,"boer inte",68
"2007_2_control_summer",2007,"boer torr",22
"2007_2_control_summer",2007,"bout aris",69
"2007_2_control_summer",2007,"bout barb",4
"2007_2_control_summer",2007,"crot pumi",7
"2007_2_control_summer",2007,"dale brac",3
"2007_2_control_summer",2007,"moll vert",1
"2007_2_control_summer",2007,"pect papp",6
"2007_2_control_summer",2007,"sida spin",1
"2007_2_control_summer",2007,"tide lanu",4
"2007_3_exclosure_summer",2007,"amar palm",3
"2007_3_exclosure_summer",2007,"ambr arte",1
"2007_3_exclosure_summer",2007,"aris adsc",166
"2007_3_exclosure_summer",2007,"boer inte",84
"2007_3_exclosure_summer",2007,"boer torr",3
"2007_3_exclosure_summer",2007,"bout aris",153
"2007_3_exclosure_summer",2007,"bout barb",50
"2007_3_exclosure_summer",2007,"crot pumi",1
"2007_3_exclosure_summer",2007,"dale brac",2
"2007_3_exclosure_summer",2007,"erio lemm",4
"2007_3_exclosure_summer",2007,"euph serp",5
"2007_3_exclosure_summer",2007,"hapl grac",1
"2007_3_exclosure_summer",2007,"pani hirt",2
"2007_3_exclosure_summer",2007,"sida spin",1
"2007_3_exclosure_summer",2007,"tide lanu",11
"2007_4_control_summer",2007,"ambr arte",11
"2007_4_control_summer",2007,"aris adsc",79
"2007_4_control_summer",2007,"boer inte",50
"2007_4_control_summer",2007,"bout aris",131
"2007_4_control_summer",2007,"bout barb",70
"2007_4_control_summer",2007,"dale brac",5
"2007_4_control_summer",2007,"euph serp",4
"2007_4_control_summer",2007,"pani hirt",10
"2007_4_control_summer",2007,"pect papp",4
"2007_4_control_summer",2007,"tide lanu",10
"2007_5_removal_summer",2007,"amar palm",7
"2007_5_removal_summer",2007,"aris adsc",126
"2007_5_removal_summer",2007,"bail mult",1
"2007_5_removal_summer",2007,"boer inte",29
"2007_5_removal_summer",2007,"bout aris",289
"2007_5_removal_summer",2007,"bout barb",7
"2007_5_removal_summer",2007,"dale brac",2
"2007_5_removal_summer",2007,"pani ariz",1
"2007_5_removal_summer",2007,"tide lanu",2
"2007_6_exclosure_summer",2007,"aris adsc",23
"2007_6_exclosure_summer",2007,"boer inte",20
"2007_6_exclosure_summer",2007,"bout aris",113
"2007_6_exclosure_summer",2007,"bout barb",16
"2007_6_exclosure_summer",2007,"pect papp",2
"2007_6_exclosure_summer",2007,"tide lanu",9
"2007_7_removal_summer",2007,"amar palm",1
"2007_7_removal_summer",2007,"aris adsc",52
"2007_7_removal_summer",2007,"boer inte",86
"2007_7_removal_summer",2007,"boer torr",52
"2007_7_removal_summer",2007,"bout aris",136
"2007_7_removal_summer",2007,"bout barb",94
"2007_7_removal_summer",2007,"dale brac",5
"2007_7_removal_summer",2007,"euph micr",1
"2007_7_removal_summer",2007,"euph serp",4
"2007_7_removal_summer",2007,"pani hirt",11
"2007_7_removal_summer",2007,"sida spin",1
"2007_7_removal_summer",2007,"tide lanu",41
"2007_8_control_summer",2007,"amar palm",10
"2007_8_control_summer",2007,"aris adsc",217
"2007_8_control_summer",2007,"boer inte",8
"2007_8_control_summer",2007,"boer torr",43
"2007_8_control_summer",2007,"bout aris",304
"2007_8_control_summer",2007,"bout barb",27
"2007_8_control_summer",2007,"hapl grac",2
"2007_8_control_summer",2007,"pani hirt",8
"2007_8_control_summer",2007,"pani mili",9
"2007_8_control_summer",2007,"pect papp",17
"2007_8_control_summer",2007,"tide lanu",11
"2007_9_control_summer",2007,"amar palm",1
"2007_9_control_summer",2007,"aris adsc",111
"2007_9_control_summer",2007,"boer inte",3
"2007_9_control_summer",2007,"boer torr",10
"2007_9_control_summer",2007,"bout aris",272
"2007_9_control_summer",2007,"bout barb",33
"2007_9_control_summer",2007,"crot pumi",1
"2007_9_control_summer",2007,"dale brac",1
"2007_9_control_summer",2007,"erig dive",2
"2007_9_control_summer",2007,"erio aber",1
"2007_9_control_summer",2007,"euph micr",1
"2007_9_control_summer",2007,"hapl grac",6
"2007_9_control_summer",2007,"pani hirt",1
"2007_9_control_summer",2007,"pect papp",16
"2007_9_control_summer",2007,"tide lanu",5
"2007_10_removal_summer",2007,"aris adsc",267
"2007_10_removal_summer",2007,"boer inte",157
"2007_10_removal_summer",2007,"boer torr",10
"2007_10_removal_summer",2007,"bout aris",349
"2007_10_removal_summer",2007,"bout barb",99
"2007_10_removal_summer",2007,"dale brac",35
"2007_10_removal_summer",2007,"euph serp",1
"2007_10_removal_summer",2007,"kall gran",1
"2007_10_removal_summer",2007,"port parv",2
"2007_10_removal_summer",2007,"tide lanu",19
"2007_11_control_summer",2007,"amar palm",32
"2007_11_control_summer",2007,"aris adsc",41
"2007_11_control_summer",2007,"boer inte",55
"2007_11_control_summer",2007,"boer torr",1
"2007_11_control_summer",2007,"bout aris",214
"2007_11_control_summer",2007,"bout barb",59
"2007_11_control_summer",2007,"crot pumi",7
"2007_11_control_summer",2007,"erag cili",40
"2007_11_control_summer",2007,"euph serp",1
"2007_11_control_summer",2007,"euph serr",1
"2007_11_control_summer",2007,"ipom cost",1
"2007_11_control_summer",2007,"pani hirt",4
"2007_11_control_summer",2007,"pect papp",5
"2007_11_control_summer",2007,"port parv",1
"2007_11_control_summer",2007,"tide lanu",3
"2007_12_control_summer",2007,"amar palm",29
"2007_12_control_summer",2007,"aris adsc",9
"2007_12_control_summer",2007,"boer inte",89
"2007_12_control_summer",2007,"bout aris",93
"2007_12_control_summer",2007,"bout barb",200
"2007_12_control_summer",2007,"chlo virg",1
"2007_12_control_summer",2007,"crot pumi",3
"2007_12_control_summer",2007,"dale brac",1
"2007_12_control_summer",2007,"erag cili",2
"2007_12_control_summer",2007,"pani ariz",3
"2007_12_control_summer",2007,"pani hirt",3
"2007_12_control_summer",2007,"pect papp",59
"2007_12_control_summer",2007,"tide lanu",16
"2007_12_control_summer",2007,"tria port",2
"2007_13_exclosure_summer",2007,"aris adsc",238
"2007_13_exclosure_summer",2007,"boer inte",198
"2007_13_exclosure_summer",2007,"boer torr",23
"2007_13_exclosure_summer",2007,"bout aris",117
"2007_13_exclosure_summer",2007,"bout barb",67
"2007_13_exclosure_summer",2007,"dale brac",1
"2007_13_exclosure_summer",2007,"euph serp",1
"2007_13_exclosure_summer",2007,"pani hirt",8
"2007_13_exclosure_summer",2007,"pani mili",1
"2007_13_exclosure_summer",2007,"pect papp",1
"2007_13_exclosure_summer",2007,"sanv aber",2
"2007_13_exclosure_summer",2007,"tide lanu",27
"2007_14_control_summer",2007,"amar palm",1
"2007_14_control_summer",2007,"aris adsc",92
"2007_14_control_summer",2007,"boer inte",37
"2007_14_control_summer",2007,"boer torr",25
"2007_14_control_summer",2007,"bout aris",289
"2007_14_control_summer",2007,"bout barb",60
"2007_14_control_summer",2007,"euph micr",1
"2007_14_control_summer",2007,"hapl grac",2
"2007_14_control_summer",2007,"pani hirt",5
"2007_14_control_summer",2007,"pect papp",18
"2007_14_control_summer",2007,"tide lanu",17
"2007_15_exclosure_summer",2007,"aris adsc",173
"2007_15_exclosure_summer",2007,"boer inte",29
"2007_15_exclosure_summer",2007,"boer torr",35
"2007_15_exclosure_summer",2007,"bout aris",189
"2007_15_exclosure_summer",2007,"bout barb",111
"2007_15_exclosure_summer",2007,"crot pumi",1
"2007_15_exclosure_summer",2007,"euph micr",1
"2007_15_exclosure_summer",2007,"euph serp",2
"2007_15_exclosure_summer",2007,"pani hirt",16
"2007_15_exclosure_summer",2007,"pect papp",9
"2007_15_exclosure_summer",2007,"tide lanu",32
"2007_16_removal_summer",2007,"aris adsc",374
"2007_16_removal_summer",2007,"bail mult",3
"2007_16_removal_summer",2007,"boer inte",137
"2007_16_removal_summer",2007,"boer torr",39
"2007_16_removal_summer",2007,"bout aris",565
"2007_16_removal_summer",2007,"bout barb",59
"2007_16_removal_summer",2007,"dale brac",27
"2007_16_removal_summer",2007,"euph serp",5
"2007_16_removal_summer",2007,"kall gran",2
"2007_16_removal_summer",2007,"pani hirt",6
"2007_16_removal_summer",2007,"pect papp",3
"2007_16_removal_summer",2007,"tide lanu",17
"2007_17_control_summer",2007,"amar palm",2
"2007_17_control_summer",2007,"aris adsc",107
"2007_17_control_summer",2007,"boer inte",42
"2007_17_control_summer",2007,"boer torr",69
"2007_17_control_summer",2007,"bout aris",229
"2007_17_control_summer",2007,"bout barb",130
"2007_17_control_summer",2007,"chlo virg",2
"2007_17_control_summer",2007,"crot pumi",19
"2007_17_control_summer",2007,"dale brac",1
"2007_17_control_summer",2007,"erio lemm",27
"2007_17_control_summer",2007,"euph serp",7
"2007_17_control_summer",2007,"ipom cost",1
"2007_17_control_summer",2007,"pani hirt",13
"2007_17_control_summer",2007,"tide lanu",8
"2007_18_exclosure_summer",2007,"amar palm",2
"2007_18_exclosure_summer",2007,"aris adsc",107
"2007_18_exclosure_summer",2007,"boer inte",29
"2007_18_exclosure_summer",2007,"boer torr",4
"2007_18_exclosure_summer",2007,"bout aris",515
"2007_18_exclosure_summer",2007,"bout barb",52
"2007_18_exclosure_summer",2007,"crot pumi",1
"2007_18_exclosure_summer",2007,"erio lemm",1
"2007_18_exclosure_summer",2007,"euph serp",3
"2007_18_exclosure_summer",2007,"kall gran",1
"2007_18_exclosure_summer",2007,"pani hirt",12
"2007_18_exclosure_summer",2007,"pect papp",1
"2007_18_exclosure_summer",2007,"tide lanu",21
"2007_19_exclosure_summer",2007,"amar palm",5
"2007_19_exclosure_summer",2007,"aris adsc",105
"2007_19_exclosure_summer",2007,"boer inte",78
"2007_19_exclosure_summer",2007,"boer torr",45
"2007_19_exclosure_summer",2007,"bout aris",227
"2007_19_exclosure_summer",2007,"bout barb",105
"2007_19_exclosure_summer",2007,"chen frem",3
"2007_19_exclosure_summer",2007,"crot pumi",1
"2007_19_exclosure_summer",2007,"euph serp",3
"2007_19_exclosure_summer",2007,"hapl grac",2
"2007_19_exclosure_summer",2007,"pani hirt",10
"2007_19_exclosure_summer",2007,"pect papp",1
"2007_19_exclosure_summer",2007,"tide lanu",14
"2007_20_exclosure_summer",2007,"amar palm",1
"2007_20_exclosure_summer",2007,"aris adsc",178
"2007_20_exclosure_summer",2007,"boer inte",104
"2007_20_exclosure_summer",2007,"boer torr",8
"2007_20_exclosure_summer",2007,"bout aris",227
"2007_20_exclosure_summer",2007,"bout barb",138
"2007_20_exclosure_summer",2007,"dale brac",1
"2007_20_exclosure_summer",2007,"euph serp",1
"2007_20_exclosure_summer",2007,"pani hirt",4
"2007_20_exclosure_summer",2007,"tide lanu",11
"2007_21_exclosure_summer",2007,"aris adsc",329
"2007_21_exclosure_summer",2007,"boer inte",80
"2007_21_exclosure_summer",2007,"boer torr",1
"2007_21_exclosure_summer",2007,"bout aris",775
"2007_21_exclosure_summer",2007,"bout barb",34
"2007_21_exclosure_summer",2007,"crot pumi",2
"2007_21_exclosure_summer",2007,"euph micr",1
"2007_21_exclosure_summer",2007,"hapl grac",1
"2007_21_exclosure_summer",2007,"kall gran",1
"2007_21_exclosure_summer",2007,"pani hirt",6
"2007_21_exclosure_summer",2007,"sola rost",1
"2007_21_exclosure_summer",2007,"tide lanu",22
"2007_22_control_summer",2007,"aris adsc",164
"2007_22_control_summer",2007,"boer inte",35
"2007_22_control_summer",2007,"boer torr",6
"2007_22_control_summer",2007,"bout aris",496
"2007_22_control_summer",2007,"bout barb",28
"2007_22_control_summer",2007,"dale brac",1
"2007_22_control_summer",2007,"euph serp",1
"2007_22_control_summer",2007,"hapl grac",4
"2007_22_control_summer",2007,"sida spin",1
"2007_23_removal_summer",2007,"amar palm",2
"2007_23_removal_summer",2007,"aris adsc",173
"2007_23_removal_summer",2007,"boer inte",113
"2007_23_removal_summer",2007,"boer torr",39
"2007_23_removal_summer",2007,"bout aris",268
"2007_23_removal_summer",2007,"bout barb",190
"2007_23_removal_summer",2007,"dale brac",8
"2007_23_removal_summer",2007,"euph serr",1
"2007_23_removal_summer",2007,"kall gran",1
"2007_23_removal_summer",2007,"pani hirt",10
"2007_23_removal_summer",2007,"tide lanu",12
"2007_1_control_summer",2007,"erig dive",4
"2007_1_control_summer",2007,"erio aber",2
"2007_1_control_summer",2007,"erod cicu",635
"2007_1_control_summer",2007,"hapl grac",1
"2007_2_control_summer",2007,"erio aber",2
"2007_2_control_summer",2007,"erod cicu",300
"2007_3_exclosure_summer",2007,"erod cicu",438
"2007_4_control_summer",2007,"erod cicu",264
"2007_5_removal_summer",2007,"bail mult",5
"2007_5_removal_summer",2007,"dale brac",1
"2007_5_removal_summer",2007,"erio aber",4
"2007_5_removal_summer",2007,"erod cicu",318
"2007_6_exclosure_summer",2007,"bail mult",2
"2007_6_exclosure_summer",2007,"chen frem",4
"2007_6_exclosure_summer",2007,"erig dive",2
"2007_6_exclosure_summer",2007,"erod cicu",250
"2007_6_exclosure_summer",2007,"hapl grac",1
"2007_7_removal_summer",2007,"erod cicu",424
"2007_8_control_summer",2007,"erio aber",1
"2007_8_control_summer",2007,"erod cicu",469
"2007_8_control_summer",2007,"hapl grac",4
"2007_9_control_summer",2007,"erig dive",5
"2007_9_control_summer",2007,"erod cicu",59
"2007_9_control_summer",2007,"hapl grac",15
"2007_10_removal_summer",2007,"erod cicu",567
"2007_10_removal_summer",2007,"hapl grac",2
"2007_11_control_summer",2007,"erod cicu",262
"2007_12_control_summer",2007,"dale brac",1
"2007_12_control_summer",2007,"erod cicu",133
"2007_13_exclosure_summer",2007,"erod cicu",450
"2007_14_control_summer",2007,"bail mult",1
"2007_14_control_summer",2007,"dale brac",1
"2007_14_control_summer",2007,"erod cicu",250
"2007_14_control_summer",2007,"hapl grac",1
"2007_15_exclosure_summer",2007,"erod cicu",256
"2007_16_removal_summer",2007,"bail mult",9
"2007_16_removal_summer",2007,"erod cicu",651
"2007_17_control_summer",2007,"erod cicu",254
"2007_18_exclosure_summer",2007,"erod cicu",514
"2007_18_exclosure_summer",2007,"hapl grac",3
"2007_19_exclosure_summer",2007,"dale brac",1
"2007_19_exclosure_summer",2007,"erod cicu",512
"2007_19_exclosure_summer",2007,"hapl grac",2
"2007_20_exclosure_summer",2007,"erig dive",1
"2007_20_exclosure_summer",2007,"erod cicu",194
"2007_20_exclosure_summer",2007,"hapl grac",1
"2007_21_exclosure_summer",2007,"bail mult",1
"2007_21_exclosure_summer",2007,"erod cicu",579
"2007_22_control_summer",2007,"erod cicu",818
"2007_22_control_summer",2007,"hapl grac",1
"2007_23_removal_summer",2007,"erig dive",1
"2007_23_removal_summer",2007,"erod cicu",437
"2008_1_control_summer",2008,"amar palm",7
"2008_1_control_summer",2008,"aris adsc",606
"2008_1_control_summer",2008,"boer inte",4
"2008_1_control_summer",2008,"bout aris",973
"2008_1_control_summer",2008,"bout barb",34
"2008_1_control_summer",2008,"cass lept",15
"2008_1_control_summer",2008,"crot pumi",46
"2008_1_control_summer",2008,"dale brac",28
"2008_1_control_summer",2008,"kall gran",1
"2008_1_control_summer",2008,"moll cerv",1
"2008_1_control_summer",2008,"pani ariz",115
"2008_1_control_summer",2008,"pani hirt",74
"2008_1_control_summer",2008,"pani mili",4
"2008_1_control_summer",2008,"sida spin",4
"2008_1_control_summer",2008,"tide lanu",5
"2008_2_control_summer",2008,"amar palm",164
"2008_2_control_summer",2008,"aris adsc",109
"2008_2_control_summer",2008,"boer inte",2
"2008_2_control_summer",2008,"bout aris",225
"2008_2_control_summer",2008,"bout barb",38
"2008_2_control_summer",2008,"cass lept",39
"2008_2_control_summer",2008,"chlo virg",1
"2008_2_control_summer",2008,"crot pumi",66
"2008_2_control_summer",2008,"dale brac",2
"2008_2_control_summer",2008,"kall gran",1
"2008_2_control_summer",2008,"moll cerv",4
"2008_2_control_summer",2008,"pani ariz",92
"2008_2_control_summer",2008,"pani hirt",145
"2008_2_control_summer",2008,"pani mili",5
"2008_2_control_summer",2008,"sida spin",5
"2008_2_control_summer",2008,"tide lanu",19
"2008_3_exclosure_summer",2008,"amar palm",18
"2008_3_exclosure_summer",2008,"aris adsc",903
"2008_3_exclosure_summer",2008,"boer inte",4
"2008_3_exclosure_summer",2008,"bout aris",237
"2008_3_exclosure_summer",2008,"bout barb",36
"2008_3_exclosure_summer",2008,"cass lept",1
"2008_3_exclosure_summer",2008,"chlo virg",4
"2008_3_exclosure_summer",2008,"dale brac",20
"2008_3_exclosure_summer",2008,"euph serp",3
"2008_3_exclosure_summer",2008,"pani ariz",58
"2008_3_exclosure_summer",2008,"pani hirt",64
"2008_3_exclosure_summer",2008,"tide lanu",36
"2008_4_control_summer",2008,"aris adsc",732
"2008_4_control_summer",2008,"boer inte",1
"2008_4_control_summer",2008,"boer torr",1
"2008_4_control_summer",2008,"bout aris",264
"2008_4_control_summer",2008,"bout barb",20
"2008_4_control_summer",2008,"crot pumi",5
"2008_4_control_summer",2008,"dale brac",10
"2008_4_control_summer",2008,"euph serr",2
"2008_4_control_summer",2008,"ipom cost",2
"2008_4_control_summer",2008,"pani ariz",213
"2008_4_control_summer",2008,"pani hirt",14
"2008_4_control_summer",2008,"pani mili",3
"2008_4_control_summer",2008,"sida spin",1
"2008_4_control_summer",2008,"tide lanu",20
"2008_5_removal_summer",2008,"amar palm",49
"2008_5_removal_summer",2008,"aris adsc",1129
"2008_5_removal_summer",2008,"boer inte",1
"2008_5_removal_summer",2008,"bout aris",752
"2008_5_removal_summer",2008,"bout barb",9
"2008_5_removal_summer",2008,"dale brac",81
"2008_5_removal_summer",2008,"pani ariz",96
"2008_5_removal_summer",2008,"pani hirt",23
"2008_5_removal_summer",2008,"pani mili",3
"2008_5_removal_summer",2008,"tide lanu",9
"2008_6_exclosure_summer",2008,"amar palm",15
"2008_6_exclosure_summer",2008,"aris adsc",345
"2008_6_exclosure_summer",2008,"boer inte",4
"2008_6_exclosure_summer",2008,"boer torr",1
"2008_6_exclosure_summer",2008,"bout aris",350
"2008_6_exclosure_summer",2008,"bout barb",51
"2008_6_exclosure_summer",2008,"cass lept",12
"2008_6_exclosure_summer",2008,"dale brac",11
"2008_6_exclosure_summer",2008,"erio aber",1
"2008_6_exclosure_summer",2008,"kall gran",1
"2008_6_exclosure_summer",2008,"pani ariz",153
"2008_6_exclosure_summer",2008,"pani hirt",67
"2008_6_exclosure_summer",2008,"pani mili",2
"2008_6_exclosure_summer",2008,"sida spin",2
"2008_6_exclosure_summer",2008,"tide lanu",41
"2008_7_removal_summer",2008,"amar palm",3
"2008_7_removal_summer",2008,"aris adsc",277
"2008_7_removal_summer",2008,"boer inte",2
"2008_7_removal_summer",2008,"bout aris",395
"2008_7_removal_summer",2008,"bout barb",140
"2008_7_removal_summer",2008,"crot pumi",1
"2008_7_removal_summer",2008,"dale brac",81
"2008_7_removal_summer",2008,"kall gran",3
"2008_7_removal_summer",2008,"pani ariz",247
"2008_7_removal_summer",2008,"pani hirt",64
"2008_7_removal_summer",2008,"tide lanu",86
"2008_8_control_summer",2008,"amar palm",15
"2008_8_control_summer",2008,"aris adsc",703
"2008_8_control_summer",2008,"boer inte",1
"2008_8_control_summer",2008,"bout aris",755
"2008_8_control_summer",2008,"bout barb",25
"2008_8_control_summer",2008,"cass lept",3
"2008_8_control_summer",2008,"crot pumi",42
"2008_8_control_summer",2008,"kall gran",3
"2008_8_control_summer",2008,"pani ariz",97
"2008_8_control_summer",2008,"pani hirt",19
"2008_8_control_summer",2008,"pani mili",80
"2008_8_control_summer",2008,"sida spin",3
"2008_8_control_summer",2008,"tide lanu",4
"2008_9_control_summer",2008,"amar palm",6
"2008_9_control_summer",2008,"aris adsc",673
"2008_9_control_summer",2008,"boer inte",1
"2008_9_control_summer",2008,"bout aris",826
"2008_9_control_summer",2008,"bout barb",16
"2008_9_control_summer",2008,"cass lept",13
"2008_9_control_summer",2008,"chen frem",1
"2008_9_control_summer",2008,"crot pumi",11
"2008_9_control_summer",2008,"dale brac",27
"2008_9_control_summer",2008,"pani ariz",40
"2008_9_control_summer",2008,"pani hirt",12
"2008_9_control_summer",2008,"pani mili",5
"2008_9_control_summer",2008,"tide lanu",4
"2008_10_removal_summer",2008,"amar palm",1854
"2008_10_removal_summer",2008,"boer inte",1
"2008_10_removal_summer",2008,"bout aris",523
"2008_10_removal_summer",2008,"bout barb",9
"2008_10_removal_summer",2008,"crot pumi",2
"2008_10_removal_summer",2008,"dale brac",61
"2008_10_removal_summer",2008,"pani ariz",10
"2008_10_removal_summer",2008,"pani hirt",1
"2008_10_removal_summer",2008,"tide lanu",11
"2008_11_control_summer",2008,"amar palm",69
"2008_11_control_summer",2008,"aris adsc",216
"2008_11_control_summer",2008,"boer inte",1
"2008_11_control_summer",2008,"bout aris",404
"2008_11_control_summer",2008,"bout barb",47
"2008_11_control_summer",2008,"cass lept",27
"2008_11_control_summer",2008,"crot pumi",59
"2008_11_control_summer",2008,"dale brac",4
"2008_11_control_summer",2008,"erag arid",129
"2008_11_control_summer",2008,"pani ariz",47
"2008_11_control_summer",2008,"pani hirt",42
"2008_11_control_summer",2008,"pani mili",2
"2008_11_control_summer",2008,"tide lanu",34
"2008_12_control_summer",2008,"amar palm",192
"2008_12_control_summer",2008,"aris adsc",74
"2008_12_control_summer",2008,"bout aris",307
"2008_12_control_summer",2008,"bout barb",80
"2008_12_control_summer",2008,"cass lept",5
"2008_12_control_summer",2008,"crot pumi",84
"2008_12_control_summer",2008,"dale brac",1
"2008_12_control_summer",2008,"erag arid",76
"2008_12_control_summer",2008,"kall gran",1
"2008_12_control_summer",2008,"pani ariz",33
"2008_12_control_summer",2008,"pani hirt",58
"2008_12_control_summer",2008,"pani mili",8
"2008_12_control_summer",2008,"tide lanu",22
"2008_13_exclosure_summer",2008,"amar palm",6
"2008_13_exclosure_summer",2008,"aris adsc",552
"2008_13_exclosure_summer",2008,"boer inte",18
"2008_13_exclosure_summer",2008,"bout aris",273
"2008_13_exclosure_summer",2008,"bout barb",140
"2008_13_exclosure_summer",2008,"cass lept",6
"2008_13_exclosure_summer",2008,"crot pumi",11
"2008_13_exclosure_summer",2008,"dale brac",7
"2008_13_exclosure_summer",2008,"erag arid",15
"2008_13_exclosure_summer",2008,"pani ariz",46
"2008_13_exclosure_summer",2008,"pani hirt",89
"2008_13_exclosure_summer",2008,"sida spin",2
"2008_13_exclosure_summer",2008,"tide lanu",19
"2008_14_control_summer",2008,"amar palm",351
"2008_14_control_summer",2008,"boer inte",1
"2008_14_control_summer",2008,"bout aris",522
"2008_14_control_summer",2008,"bout barb",61
"2008_14_control_summer",2008,"crot pumi",14
"2008_14_control_summer",2008,"erag arid",1
"2008_14_control_summer",2008,"erag cili",7
"2008_14_control_summer",2008,"pani ariz",38
"2008_14_control_summer",2008,"pani hirt",54
"2008_14_control_summer",2008,"tide lanu",17
"2008_15_exclosure_summer",2008,"aris adsc",813
"2008_15_exclosure_summer",2008,"boer torr",2
"2008_15_exclosure_summer",2008,"bout aris",624
"2008_15_exclosure_summer",2008,"bout barb",43
"2008_15_exclosure_summer",2008,"crot pumi",1
"2008_15_exclosure_summer",2008,"dale brac",7
"2008_15_exclosure_summer",2008,"erag arid",13
"2008_15_exclosure_summer",2008,"pani ariz",114
"2008_15_exclosure_summer",2008,"pani hirt",31
"2008_15_exclosure_summer",2008,"pect papp",1
"2008_15_exclosure_summer",2008,"tide lanu",35
"2008_16_removal_summer",2008,"aris adsc",1893
"2008_16_removal_summer",2008,"bout aris",802
"2008_16_removal_summer",2008,"bout barb",5
"2008_16_removal_summer",2008,"crot pumi",1
"2008_16_removal_summer",2008,"dale brac",28
"2008_16_removal_summer",2008,"pani ariz",76
"2008_16_removal_summer",2008,"pani hirt",18
"2008_16_removal_summer",2008,"tide lanu",1
"2008_17_control_summer",2008,"aris adsc",381
"2008_17_control_summer",2008,"bout aris",594
"2008_17_control_summer",2008,"bout barb",46
"2008_17_control_summer",2008,"crot pumi",159
"2008_17_control_summer",2008,"erag arid",16
"2008_17_control_summer",2008,"pani ariz",65
"2008_17_control_summer",2008,"pani hirt",36
"2008_17_control_summer",2008,"pani mili",15
"2008_17_control_summer",2008,"tide lanu",26
"2008_18_exclosure_summer",2008,"aris adsc",739
"2008_18_exclosure_summer",2008,"boer inte",1
"2008_18_exclosure_summer",2008,"bout aris",884
"2008_18_exclosure_summer",2008,"bout barb",20
"2008_18_exclosure_summer",2008,"cass lept",7
"2008_18_exclosure_summer",2008,"crot pumi",22
"2008_18_exclosure_summer",2008,"erag arid",6
"2008_18_exclosure_summer",2008,"kall gran",5
"2008_18_exclosure_summer",2008,"pani ariz",53
"2008_18_exclosure_summer",2008,"pani hirt",43
"2008_18_exclosure_summer",2008,"pani mili",19
"2008_18_exclosure_summer",2008,"tide lanu",21
"2008_19_exclosure_summer",2008,"amar palm",43
"2008_19_exclosure_summer",2008,"aris adsc",456
"2008_19_exclosure_summer",2008,"boer inte",4
"2008_19_exclosure_summer",2008,"bout aris",290
"2008_19_exclosure_summer",2008,"bout barb",37
"2008_19_exclosure_summer",2008,"chlo virg",13
"2008_19_exclosure_summer",2008,"crot pumi",48
"2008_19_exclosure_summer",2008,"dale brac",1
"2008_19_exclosure_summer",2008,"erag arid",68
"2008_19_exclosure_summer",2008,"ipom cost",1
